"icd10cm","icd9cm","flags","approximate","no_map","combination","scenario","choice_list"
"0QH848Z","8454","10000",1,0,0,0,0
"0QH84BZ","7815","10111",1,0,1,1,1
"0QH84BZ","8471","10112",1,0,1,1,2
"0QH84CZ","7815","10111",1,0,1,1,1
"0QH84CZ","8472","10112",1,0,1,1,2
"0QH84DZ","7815","10111",1,0,1,1,1
"0QH84DZ","8473","10112",1,0,1,1,2
"0QH904Z","7855","10000",1,0,0,0,0
"0QH905Z","7815","10000",1,0,0,0,0
"0QH906Z","7855","10000",1,0,0,0,0
"0QH908Z","8454","10000",1,0,0,0,0
"0QH90BZ","7815","10111",1,0,1,1,1
"0QH90BZ","8471","10112",1,0,1,1,2
"0QH90CZ","7815","10111",1,0,1,1,1
"0QH90CZ","8472","10112",1,0,1,1,2
"0QH90DZ","7815","10111",1,0,1,1,1
"0QH90DZ","8473","10112",1,0,1,1,2
"0QH934Z","7855","10000",1,0,0,0,0
"0QH935Z","7815","10000",1,0,0,0,0
"0QH936Z","7855","10000",1,0,0,0,0
"0QH938Z","8454","10000",1,0,0,0,0
"0QH93BZ","7815","10111",1,0,1,1,1
"0QH93BZ","8471","10112",1,0,1,1,2
"0QH93CZ","7815","10111",1,0,1,1,1
"0QH93CZ","8472","10112",1,0,1,1,2
"0QH93DZ","7815","10111",1,0,1,1,1
"0QH93DZ","8473","10112",1,0,1,1,2
"0QH944Z","7855","10000",1,0,0,0,0
"0QH945Z","7815","10000",1,0,0,0,0
"0QH946Z","7855","10000",1,0,0,0,0
"0QH948Z","8454","10000",1,0,0,0,0
"0QH94BZ","7815","10111",1,0,1,1,1
"0QH94BZ","8471","10112",1,0,1,1,2
"0QH94CZ","7815","10111",1,0,1,1,1
"0QH94CZ","8472","10112",1,0,1,1,2
"0QH94DZ","7815","10111",1,0,1,1,1
"0QH94DZ","8473","10112",1,0,1,1,2
"0QHB04Z","7855","10000",1,0,0,0,0
"0QHB05Z","7815","10000",1,0,0,0,0
"0QHB06Z","7855","10000",1,0,0,0,0
"0QHB08Z","8453","10000",1,0,0,0,0
"0QHB08Z","8454","10000",1,0,0,0,0
"0QHB0BZ","7815","10111",1,0,1,1,1
"0QHB0BZ","8471","10112",1,0,1,1,2
"0QHB0CZ","7815","10111",1,0,1,1,1
"0QHB0CZ","8472","10112",1,0,1,1,2
"0QHB0DZ","7815","10111",1,0,1,1,1
"0QHB0DZ","8473","10112",1,0,1,1,2
"0QHB34Z","7855","10000",1,0,0,0,0
"0QHB35Z","7815","10000",1,0,0,0,0
"0QHB36Z","7855","10000",1,0,0,0,0
"0QHB38Z","8453","10000",1,0,0,0,0
"0QHB38Z","8454","10000",1,0,0,0,0
"0QHB3BZ","7815","10111",1,0,1,1,1
"0QHB3BZ","8471","10112",1,0,1,1,2
"0QHB3CZ","7815","10111",1,0,1,1,1
"0QHB3CZ","8472","10112",1,0,1,1,2
"0QHB3DZ","7815","10111",1,0,1,1,1
"0QHB3DZ","8473","10112",1,0,1,1,2
"0QHB44Z","7855","10000",1,0,0,0,0
"0QHB45Z","7815","10000",1,0,0,0,0
"0QHB46Z","7855","10000",1,0,0,0,0
"0QHB48Z","8453","10000",1,0,0,0,0
"0QHB48Z","8454","10000",1,0,0,0,0
"0QHB4BZ","7815","10111",1,0,1,1,1
"0QHB4BZ","8471","10112",1,0,1,1,2
"0QHB4CZ","7815","10111",1,0,1,1,1
"0QHB4CZ","8472","10112",1,0,1,1,2
"0QHB4DZ","7815","10111",1,0,1,1,1
"0QHB4DZ","8473","10112",1,0,1,1,2
"0QHC04Z","7855","10000",1,0,0,0,0
"0QHC05Z","7815","10000",1,0,0,0,0
"0QHC06Z","7855","10000",1,0,0,0,0
"0QHC08Z","8453","10000",1,0,0,0,0
"0QHC08Z","8454","10000",1,0,0,0,0
"0QHC0BZ","7815","10111",1,0,1,1,1
"0QHC0BZ","8471","10112",1,0,1,1,2
"0QHC0CZ","7815","10111",1,0,1,1,1
"0QHC0CZ","8472","10112",1,0,1,1,2
"0QHC0DZ","7815","10111",1,0,1,1,1
"0QHC0DZ","8473","10112",1,0,1,1,2
"0QHC34Z","7855","10000",1,0,0,0,0
"0QHC35Z","7815","10000",1,0,0,0,0
"0QHC36Z","7855","10000",1,0,0,0,0
"0QHC38Z","8453","10000",1,0,0,0,0
"0QHC38Z","8454","10000",1,0,0,0,0
"0QHC3BZ","7815","10111",1,0,1,1,1
"0QHC3BZ","8471","10112",1,0,1,1,2
"0QHC3CZ","7815","10111",1,0,1,1,1
"0QHC3CZ","8472","10112",1,0,1,1,2
"0QHC3DZ","7815","10111",1,0,1,1,1
"0QHC3DZ","8473","10112",1,0,1,1,2
"0QHC44Z","7855","10000",1,0,0,0,0
"0QHC45Z","7815","10000",1,0,0,0,0
"0QHC46Z","7855","10000",1,0,0,0,0
"0QHC48Z","8453","10000",1,0,0,0,0
"0QHC48Z","8454","10000",1,0,0,0,0
"0QHC4BZ","7815","10111",1,0,1,1,1
"0QHC4BZ","8471","10112",1,0,1,1,2
"0QHC4CZ","7815","10111",1,0,1,1,1
"0QHC4CZ","8472","10112",1,0,1,1,2
"0QHC4DZ","7815","10111",1,0,1,1,1
"0QHC4DZ","8473","10112",1,0,1,1,2
"0QHD04Z","7856","10000",1,0,0,0,0
"0QHD05Z","7816","10000",1,0,0,0,0
"0QHD34Z","7856","10000",1,0,0,0,0
"0QHD35Z","7816","10000",1,0,0,0,0
"0QHD44Z","7856","10000",1,0,0,0,0
"0QHD45Z","7816","10000",1,0,0,0,0
"0QHF04Z","7856","10000",1,0,0,0,0
"0QHF05Z","7816","10000",1,0,0,0,0
"0QHF34Z","7856","10000",1,0,0,0,0
"0QHF35Z","7816","10000",1,0,0,0,0
"0QHF44Z","7856","10000",1,0,0,0,0
"0QHF45Z","7816","10000",1,0,0,0,0
"0QHG04Z","7857","10000",1,0,0,0,0
"0QHG05Z","7817","10000",1,0,0,0,0
"0QHG06Z","7857","10000",1,0,0,0,0
"0QHG08Z","8454","10000",1,0,0,0,0
"0QHG0BZ","7817","10111",1,0,1,1,1
"0QHG0BZ","8471","10112",1,0,1,1,2
"0QHG0CZ","7817","10111",1,0,1,1,1
"0QHG0CZ","8472","10112",1,0,1,1,2
"0QHG0DZ","7817","10111",1,0,1,1,1
"0QHG0DZ","8473","10112",1,0,1,1,2
"0QHG34Z","7857","10000",1,0,0,0,0
"0QHG35Z","7817","10000",1,0,0,0,0
"0QHG36Z","7857","10000",1,0,0,0,0
"0QHG38Z","8454","10000",1,0,0,0,0
"0QHG3BZ","7817","10111",1,0,1,1,1
"0QHG3BZ","8471","10112",1,0,1,1,2
"0QHG3CZ","7817","10111",1,0,1,1,1
"0QHG3CZ","8472","10112",1,0,1,1,2
"0QHG3DZ","7817","10111",1,0,1,1,1
"0QHG3DZ","8473","10112",1,0,1,1,2
"0QHG44Z","7857","10000",1,0,0,0,0
"0QHG45Z","7817","10000",1,0,0,0,0
"0QHG46Z","7857","10000",1,0,0,0,0
"0QHG48Z","8454","10000",1,0,0,0,0
"0QHG4BZ","7817","10111",1,0,1,1,1
"0QHG4BZ","8471","10112",1,0,1,1,2
"0QHG4CZ","7817","10111",1,0,1,1,1
"0QHG4CZ","8472","10112",1,0,1,1,2
"0QHG4DZ","7817","10111",1,0,1,1,1
"0QHG4DZ","8473","10112",1,0,1,1,2
"0QHH04Z","7857","10000",1,0,0,0,0
"0QHH05Z","7817","10000",1,0,0,0,0
"0QHH06Z","7857","10000",1,0,0,0,0
"0QHH08Z","8454","10000",1,0,0,0,0
"0QHH0BZ","7817","10111",1,0,1,1,1
"0QHH0BZ","8471","10112",1,0,1,1,2
"0QHH0CZ","7817","10111",1,0,1,1,1
"0QHH0CZ","8472","10112",1,0,1,1,2
"0QHH0DZ","7817","10111",1,0,1,1,1
"0QHH0DZ","8473","10112",1,0,1,1,2
"0QHH34Z","7857","10000",1,0,0,0,0
"0QHH35Z","7817","10000",1,0,0,0,0
"0QHH36Z","7857","10000",1,0,0,0,0
"0QHH38Z","8454","10000",1,0,0,0,0
"0QHH3BZ","7817","10111",1,0,1,1,1
"0QHH3BZ","8471","10112",1,0,1,1,2
"0QHH3CZ","7817","10111",1,0,1,1,1
"0QHH3CZ","8472","10112",1,0,1,1,2
"0QHH3DZ","7817","10111",1,0,1,1,1
"0QHH3DZ","8473","10112",1,0,1,1,2
"0QHH44Z","7857","10000",1,0,0,0,0
"0QHH45Z","7817","10000",1,0,0,0,0
"0QHH46Z","7857","10000",1,0,0,0,0
"0QHH48Z","8454","10000",1,0,0,0,0
"0QHH4BZ","7817","10111",1,0,1,1,1
"0QHH4BZ","8471","10112",1,0,1,1,2
"0QHH4CZ","7817","10111",1,0,1,1,1
"0QHH4CZ","8472","10112",1,0,1,1,2
"0QHH4DZ","7817","10111",1,0,1,1,1
"0QHH4DZ","8473","10112",1,0,1,1,2
"0QHJ04Z","7857","10000",1,0,0,0,0
"0QHJ05Z","7817","10000",1,0,0,0,0
"0QHJ06Z","7857","10000",1,0,0,0,0
"0QHJ08Z","8454","10000",1,0,0,0,0
"0QHJ0BZ","7817","10111",1,0,1,1,1
"0QHJ0BZ","8471","10112",1,0,1,1,2
"0QHJ0CZ","7817","10111",1,0,1,1,1
"0QHJ0CZ","8472","10112",1,0,1,1,2
"0QHJ0DZ","7817","10111",1,0,1,1,1
"0QHJ0DZ","8473","10112",1,0,1,1,2
"0QHJ34Z","7857","10000",1,0,0,0,0
"0QHJ35Z","7817","10000",1,0,0,0,0
"0QHJ36Z","7857","10000",1,0,0,0,0
"0QHJ38Z","8454","10000",1,0,0,0,0
"0QHJ3BZ","7817","10111",1,0,1,1,1
"0QHJ3BZ","8471","10112",1,0,1,1,2
"0QHJ3CZ","7817","10111",1,0,1,1,1
"0QHJ3CZ","8472","10112",1,0,1,1,2
"0QHJ3DZ","7817","10111",1,0,1,1,1
"0QHJ3DZ","8473","10112",1,0,1,1,2
"0QHJ44Z","7857","10000",1,0,0,0,0
"0QHJ45Z","7817","10000",1,0,0,0,0
"0QHJ46Z","7857","10000",1,0,0,0,0
"0QHJ48Z","8454","10000",1,0,0,0,0
"0QHJ4BZ","7817","10111",1,0,1,1,1
"0QHJ4BZ","8471","10112",1,0,1,1,2
"0QHJ4CZ","7817","10111",1,0,1,1,1
"0QHJ4CZ","8472","10112",1,0,1,1,2
"0QHJ4DZ","7817","10111",1,0,1,1,1
"0QHJ4DZ","8473","10112",1,0,1,1,2
"0QHK04Z","7857","10000",1,0,0,0,0
"0QHK05Z","7817","10000",1,0,0,0,0
"0QHK06Z","7857","10000",1,0,0,0,0
"0QHK08Z","8454","10000",1,0,0,0,0
"0QHK0BZ","7817","10111",1,0,1,1,1
"0QHK0BZ","8471","10112",1,0,1,1,2
"0QHK0CZ","7817","10111",1,0,1,1,1
"0QHK0CZ","8472","10112",1,0,1,1,2
"0QHK0DZ","7817","10111",1,0,1,1,1
"0QHK0DZ","8473","10112",1,0,1,1,2
"0QHK34Z","7857","10000",1,0,0,0,0
"0QHK35Z","7817","10000",1,0,0,0,0
"0QHK36Z","7857","10000",1,0,0,0,0
"0QHK38Z","8454","10000",1,0,0,0,0
"0QHK3BZ","7817","10111",1,0,1,1,1
"0QHK3BZ","8471","10112",1,0,1,1,2
"0QHK3CZ","7817","10111",1,0,1,1,1
"0QHK3CZ","8472","10112",1,0,1,1,2
"0QHK3DZ","7817","10111",1,0,1,1,1
"0QHK3DZ","8473","10112",1,0,1,1,2
"0QHK44Z","7857","10000",1,0,0,0,0
"0QHK45Z","7817","10000",1,0,0,0,0
"0QHK46Z","7857","10000",1,0,0,0,0
"0QHK48Z","8454","10000",1,0,0,0,0
"0QHK4BZ","7817","10111",1,0,1,1,1
"0QHK4BZ","8471","10112",1,0,1,1,2
"0QHK4CZ","7817","10111",1,0,1,1,1
"0QHK4CZ","8472","10112",1,0,1,1,2
"0QHK4DZ","7817","10111",1,0,1,1,1
"0QHK4DZ","8473","10112",1,0,1,1,2
"0QHL04Z","7858","10000",1,0,0,0,0
"0QHL05Z","7818","10000",1,0,0,0,0
"0QHL34Z","7858","10000",1,0,0,0,0
"0QHL35Z","7818","10000",1,0,0,0,0
"0QHL44Z","7858","10000",1,0,0,0,0
"0QHL45Z","7818","10000",1,0,0,0,0
"0QHM04Z","7858","10000",1,0,0,0,0
"0QHM05Z","7818","10000",1,0,0,0,0
"0QHM34Z","7858","10000",1,0,0,0,0
"0QHM35Z","7818","10000",1,0,0,0,0
"0QHM44Z","7858","10000",1,0,0,0,0
"0QHM45Z","7818","10000",1,0,0,0,0
"0QHN04Z","7858","10000",1,0,0,0,0
"0QHN05Z","7818","10000",1,0,0,0,0
"0QHN34Z","7858","10000",1,0,0,0,0
"0QHN35Z","7818","10000",1,0,0,0,0
"0QHN44Z","7858","10000",1,0,0,0,0
"0QHN45Z","7818","10000",1,0,0,0,0
"0QHP04Z","7858","10000",1,0,0,0,0
"0QHP05Z","7818","10000",1,0,0,0,0
"0QHP34Z","7858","10000",1,0,0,0,0
"0QHP35Z","7818","10000",1,0,0,0,0
"0QHP44Z","7858","10000",1,0,0,0,0
"0QHP45Z","7818","10000",1,0,0,0,0
"0QHQ04Z","7859","10000",1,0,0,0,0
"0QHQ05Z","7819","10000",1,0,0,0,0
"0QHQ34Z","7859","10000",1,0,0,0,0
"0QHQ35Z","7819","10000",1,0,0,0,0
"0QHQ44Z","7859","10000",1,0,0,0,0
"0QHQ45Z","7819","10000",1,0,0,0,0
"0QHR04Z","7859","10000",1,0,0,0,0
"0QHR05Z","7819","10000",1,0,0,0,0
"0QHR34Z","7859","10000",1,0,0,0,0
"0QHR35Z","7819","10000",1,0,0,0,0
"0QHR44Z","7859","10000",1,0,0,0,0
"0QHR45Z","7819","10000",1,0,0,0,0
"0QHS04Z","7859","10000",1,0,0,0,0
"0QHS05Z","7819","10000",1,0,0,0,0
"0QHS34Z","7859","10000",1,0,0,0,0
"0QHS35Z","7819","10000",1,0,0,0,0
"0QHS44Z","7859","10000",1,0,0,0,0
"0QHS45Z","7819","10000",1,0,0,0,0
"0QHY0MZ","7895","10000",1,0,0,0,0
"0QHY0MZ","7896","10000",1,0,0,0,0
"0QHY0MZ","7897","10000",1,0,0,0,0
"0QHY0MZ","7898","10000",1,0,0,0,0
"0QHY0MZ","7899","10000",1,0,0,0,0
"0QHY3MZ","7895","10000",1,0,0,0,0
"0QHY3MZ","7896","10000",1,0,0,0,0
"0QHY3MZ","7897","10000",1,0,0,0,0
"0QHY3MZ","7898","10000",1,0,0,0,0
"0QHY3MZ","7899","10000",1,0,0,0,0
"0QHY4MZ","7895","10000",1,0,0,0,0
"0QHY4MZ","7896","10000",1,0,0,0,0
"0QHY4MZ","7897","10000",1,0,0,0,0
"0QHY4MZ","7898","10000",1,0,0,0,0
"0QHY4MZ","7899","10000",1,0,0,0,0
"0QJY0ZZ","7885","10000",1,0,0,0,0
"0QJY0ZZ","7886","10000",1,0,0,0,0
"0QJY0ZZ","7887","10000",1,0,0,0,0
"0QJY0ZZ","7888","10000",1,0,0,0,0
"0QJY0ZZ","7889","10000",1,0,0,0,0
"0QJY3ZZ","7885","10000",1,0,0,0,0
"0QJY3ZZ","7886","10000",1,0,0,0,0
"0QJY3ZZ","7887","10000",1,0,0,0,0
"0QJY3ZZ","7888","10000",1,0,0,0,0
"0QJY3ZZ","7889","10000",1,0,0,0,0
"0QJY4ZZ","7885","10000",1,0,0,0,0
"0QJY4ZZ","7886","10000",1,0,0,0,0
"0QJY4ZZ","7887","10000",1,0,0,0,0
"0QJY4ZZ","7888","10000",1,0,0,0,0
"0QJY4ZZ","7889","10000",1,0,0,0,0
"0QJYXZZ","8939","10000",1,0,0,0,0
"0QN00ZZ","7849","10000",1,0,0,0,0
"0QN03ZZ","7849","10000",1,0,0,0,0
"0QN04ZZ","7849","10000",1,0,0,0,0
"0QN10ZZ","7849","10000",1,0,0,0,0
"0QN13ZZ","7849","10000",1,0,0,0,0
"0QN14ZZ","7849","10000",1,0,0,0,0
"0QN20ZZ","7849","10000",1,0,0,0,0
"0QN23ZZ","7849","10000",1,0,0,0,0
"0QN24ZZ","7849","10000",1,0,0,0,0
"0QN30ZZ","7849","10000",1,0,0,0,0
"0QN33ZZ","7849","10000",1,0,0,0,0
"0QN34ZZ","7849","10000",1,0,0,0,0
"0QN40ZZ","7849","10000",1,0,0,0,0
"0QN43ZZ","7849","10000",1,0,0,0,0
"0QN44ZZ","7849","10000",1,0,0,0,0
"0QN50ZZ","7849","10000",1,0,0,0,0
"0QN53ZZ","7849","10000",1,0,0,0,0
"0QN54ZZ","7849","10000",1,0,0,0,0
"0QN60ZZ","7845","10000",1,0,0,0,0
"0QN63ZZ","7845","10000",1,0,0,0,0
"0QN64ZZ","7845","10000",1,0,0,0,0
"0QN70ZZ","7845","10000",1,0,0,0,0
"0QN73ZZ","7845","10000",1,0,0,0,0
"0QN74ZZ","7845","10000",1,0,0,0,0
"0QN80ZZ","7845","10000",1,0,0,0,0
"0QN83ZZ","7845","10000",1,0,0,0,0
"0QN84ZZ","7845","10000",1,0,0,0,0
"0QN90ZZ","7845","10000",1,0,0,0,0
"0QN93ZZ","7845","10000",1,0,0,0,0
"0QN94ZZ","7845","10000",1,0,0,0,0
"0QNB0ZZ","7845","10000",1,0,0,0,0
"0QNB3ZZ","7845","10000",1,0,0,0,0
"0QNB4ZZ","7845","10000",1,0,0,0,0
"0QNC0ZZ","7845","10000",1,0,0,0,0
"0QNC3ZZ","7845","10000",1,0,0,0,0
"0QNC4ZZ","7845","10000",1,0,0,0,0
"0QND0ZZ","7846","10000",1,0,0,0,0
"0QND3ZZ","7846","10000",1,0,0,0,0
"0QND4ZZ","7846","10000",1,0,0,0,0
"0QNF0ZZ","7846","10000",1,0,0,0,0
"0QNF3ZZ","7846","10000",1,0,0,0,0
"0QNF4ZZ","7846","10000",1,0,0,0,0
"0QNG0ZZ","7847","10000",1,0,0,0,0
"0QNG3ZZ","7847","10000",1,0,0,0,0
"0QNG4ZZ","7847","10000",1,0,0,0,0
"0QNH0ZZ","7847","10000",1,0,0,0,0
"0QNH3ZZ","7847","10000",1,0,0,0,0
"0QNH4ZZ","7847","10000",1,0,0,0,0
"0QNJ0ZZ","7847","10000",1,0,0,0,0
"0QNJ3ZZ","7847","10000",1,0,0,0,0
"0QNJ4ZZ","7847","10000",1,0,0,0,0
"0QNK0ZZ","7847","10000",1,0,0,0,0
"0QNK3ZZ","7847","10000",1,0,0,0,0
"0QNK4ZZ","7847","10000",1,0,0,0,0
"0QNL0ZZ","7848","10000",1,0,0,0,0
"0QNL3ZZ","7848","10000",1,0,0,0,0
"0QNL4ZZ","7848","10000",1,0,0,0,0
"0QNM0ZZ","7848","10000",1,0,0,0,0
"0QNM3ZZ","7848","10000",1,0,0,0,0
"0QNM4ZZ","7848","10000",1,0,0,0,0
"0QNN0ZZ","7848","10000",1,0,0,0,0
"0QNN3ZZ","7848","10000",1,0,0,0,0
"0QNN4ZZ","7848","10000",1,0,0,0,0
"0QNP0ZZ","7848","10000",1,0,0,0,0
"0QNP3ZZ","7848","10000",1,0,0,0,0
"0QNP4ZZ","7848","10000",1,0,0,0,0
"0QNQ0ZZ","7849","10000",1,0,0,0,0
"0QNQ3ZZ","7849","10000",1,0,0,0,0
"0QNQ4ZZ","7849","10000",1,0,0,0,0
"0QNR0ZZ","7849","10000",1,0,0,0,0
"0QNR3ZZ","7849","10000",1,0,0,0,0
"0QNR4ZZ","7849","10000",1,0,0,0,0
"0QNS0ZZ","7849","10000",1,0,0,0,0
"0QNS3ZZ","7849","10000",1,0,0,0,0
"0QNS4ZZ","7849","10000",1,0,0,0,0
"0QP004Z","7869","10000",1,0,0,0,0
"0QP007Z","7869","10000",1,0,0,0,0
"0QP00JZ","7869","10000",1,0,0,0,0
"0QP00KZ","7869","10000",1,0,0,0,0
"0QP034Z","7869","10000",1,0,0,0,0
"0QP037Z","7869","10000",1,0,0,0,0
"0QP03JZ","7869","10000",1,0,0,0,0
"0QP03KZ","7869","10000",1,0,0,0,0
"0QP044Z","7869","10000",1,0,0,0,0
"0QP047Z","7869","10000",1,0,0,0,0
"0QP04JZ","7869","10000",1,0,0,0,0
"0QP04KZ","7869","10000",1,0,0,0,0
"0QP0X4Z","9789","10000",1,0,0,0,0
"0QP104Z","7869","10000",1,0,0,0,0
"0QP107Z","7869","10000",1,0,0,0,0
"0QP10JZ","7869","10000",1,0,0,0,0
"0QP10KZ","7869","10000",1,0,0,0,0
"0QP134Z","7869","10000",1,0,0,0,0
"0QP137Z","7869","10000",1,0,0,0,0
"0QP13JZ","7869","10000",1,0,0,0,0
"0QP13KZ","7869","10000",1,0,0,0,0
"0QP144Z","7869","10000",1,0,0,0,0
"0QP147Z","7869","10000",1,0,0,0,0
"0QP14JZ","7869","10000",1,0,0,0,0
"0QP14KZ","7869","10000",1,0,0,0,0
"0QP1X4Z","9789","10000",1,0,0,0,0
"0QP204Z","7869","10000",1,0,0,0,0
"0QP205Z","7869","10000",1,0,0,0,0
"0QP207Z","7869","10000",1,0,0,0,0
"0QP20JZ","7869","10000",1,0,0,0,0
"0QP20KZ","7869","10000",1,0,0,0,0
"0QP234Z","7869","10000",1,0,0,0,0
"0QP235Z","7869","10000",1,0,0,0,0
"0QP237Z","7869","10000",1,0,0,0,0
"0QP23JZ","7869","10000",1,0,0,0,0
"0QP23KZ","7869","10000",1,0,0,0,0
"0QP244Z","7869","10000",1,0,0,0,0
"0QP245Z","7869","10000",1,0,0,0,0
"0QP247Z","7869","10000",1,0,0,0,0
"0QP24JZ","7869","10000",1,0,0,0,0
"0QP24KZ","7869","10000",1,0,0,0,0
"0QP2X4Z","9789","10000",1,0,0,0,0
"0QP2X5Z","9788","10000",1,0,0,0,0
"0QP304Z","7869","10000",1,0,0,0,0
"0QP305Z","7869","10000",1,0,0,0,0
"0QP307Z","7869","10000",1,0,0,0,0
"0QP30JZ","7869","10000",1,0,0,0,0
"0QP30KZ","7869","10000",1,0,0,0,0
"0QP334Z","7869","10000",1,0,0,0,0
"0QP335Z","7869","10000",1,0,0,0,0
"0QP337Z","7869","10000",1,0,0,0,0
"0QP33JZ","7869","10000",1,0,0,0,0
"0QP33KZ","7869","10000",1,0,0,0,0
"0QP344Z","7869","10000",1,0,0,0,0
"0QP345Z","7869","10000",1,0,0,0,0
"0QP347Z","7869","10000",1,0,0,0,0
"0QP34JZ","7869","10000",1,0,0,0,0
"0QP34KZ","7869","10000",1,0,0,0,0
"0QP3X4Z","9789","10000",1,0,0,0,0
"0QP3X5Z","9788","10000",1,0,0,0,0
"0QP404Z","7869","10000",1,0,0,0,0
"0QP407Z","7869","10000",1,0,0,0,0
"0QP40JZ","7869","10000",1,0,0,0,0
"0QP40KZ","7869","10000",1,0,0,0,0
"0QP434Z","7869","10000",1,0,0,0,0
"0QP437Z","7869","10000",1,0,0,0,0
"0QP43JZ","7869","10000",1,0,0,0,0
"0QP43KZ","7869","10000",1,0,0,0,0
"0QP444Z","7869","10000",1,0,0,0,0
"0QP447Z","7869","10000",1,0,0,0,0
"0QP44JZ","7869","10000",1,0,0,0,0
"0QP44KZ","7869","10000",1,0,0,0,0
"0QP4X4Z","9789","10000",1,0,0,0,0
"0QP504Z","7869","10000",1,0,0,0,0
"0QP507Z","7869","10000",1,0,0,0,0
"0QP50JZ","7869","10000",1,0,0,0,0
"0QP50KZ","7869","10000",1,0,0,0,0
"0QP534Z","7869","10000",1,0,0,0,0
"0QP537Z","7869","10000",1,0,0,0,0
"0QP53JZ","7869","10000",1,0,0,0,0
"0QP53KZ","7869","10000",1,0,0,0,0
"0QP544Z","7869","10000",1,0,0,0,0
"0QP547Z","7869","10000",1,0,0,0,0
"0QP54JZ","7869","10000",1,0,0,0,0
"0QP54KZ","7869","10000",1,0,0,0,0
"0QP5X4Z","9789","10000",1,0,0,0,0
"0QP604Z","7865","10000",1,0,0,0,0
"0QP605Z","7865","10000",1,0,0,0,0
"0QP607Z","7865","10000",1,0,0,0,0
"0QP60JZ","7865","10000",1,0,0,0,0
"0QP60KZ","7865","10000",1,0,0,0,0
"0QP634Z","7865","10000",1,0,0,0,0
"0QP635Z","7865","10000",1,0,0,0,0
"0QP637Z","7865","10000",1,0,0,0,0
"0QP63JZ","7865","10000",1,0,0,0,0
"0QP63KZ","7865","10000",1,0,0,0,0
"0QP644Z","7865","10000",1,0,0,0,0
"0QP645Z","7865","10000",1,0,0,0,0
"0QP647Z","7865","10000",1,0,0,0,0
"0QP64JZ","7865","10000",1,0,0,0,0
"0QP64KZ","7865","10000",1,0,0,0,0
"0QP6X4Z","9789","10000",1,0,0,0,0
"0QP6X5Z","9788","10000",1,0,0,0,0
"0QP704Z","7865","10000",1,0,0,0,0
"0QP705Z","7865","10000",1,0,0,0,0
"0QP707Z","7865","10000",1,0,0,0,0
"0QP70JZ","7865","10000",1,0,0,0,0
"0QP70KZ","7865","10000",1,0,0,0,0
"0QP734Z","7865","10000",1,0,0,0,0
"0QP735Z","7865","10000",1,0,0,0,0
"0QP737Z","7865","10000",1,0,0,0,0
"0QP73JZ","7865","10000",1,0,0,0,0
"0QP73KZ","7865","10000",1,0,0,0,0
"0QP744Z","7865","10000",1,0,0,0,0
"0QP745Z","7865","10000",1,0,0,0,0
"0QP747Z","7865","10000",1,0,0,0,0
"0QP74JZ","7865","10000",1,0,0,0,0
"0QP74KZ","7865","10000",1,0,0,0,0
"0QP7X4Z","9789","10000",1,0,0,0,0
"0QP7X5Z","9788","10000",1,0,0,0,0
"0QP804Z","7865","10000",1,0,0,0,0
"0QP805Z","7865","10000",1,0,0,0,0
"0QP807Z","7865","10000",1,0,0,0,0
"0QP80JZ","7865","10000",1,0,0,0,0
"0QP80KZ","7865","10000",1,0,0,0,0
"0QP834Z","7865","10000",1,0,0,0,0
"0QP835Z","7865","10000",1,0,0,0,0
"0QP837Z","7865","10000",1,0,0,0,0
"0QP83JZ","7865","10000",1,0,0,0,0
"0QP83KZ","7865","10000",1,0,0,0,0
"0QP844Z","7865","10000",1,0,0,0,0
"0QP845Z","7865","10000",1,0,0,0,0
"0QP847Z","7865","10000",1,0,0,0,0
"0QP84JZ","7865","10000",1,0,0,0,0
"0QP84KZ","7865","10000",1,0,0,0,0
"0QP8X4Z","9789","10000",1,0,0,0,0
"0QP8X5Z","9788","10000",1,0,0,0,0
"0QP904Z","7865","10000",1,0,0,0,0
"0QP905Z","7865","10000",1,0,0,0,0
"0QP907Z","7865","10000",1,0,0,0,0
"0QP90JZ","7865","10000",1,0,0,0,0
"0QP90KZ","7865","10000",1,0,0,0,0
"0QP934Z","7865","10000",1,0,0,0,0
"0QP935Z","7865","10000",1,0,0,0,0
"0QP937Z","7865","10000",1,0,0,0,0
"0QP93JZ","7865","10000",1,0,0,0,0
"0QP93KZ","7865","10000",1,0,0,0,0
"0QP944Z","7865","10000",1,0,0,0,0
"0QP945Z","7865","10000",1,0,0,0,0
"0QP947Z","7865","10000",1,0,0,0,0
"0QP94JZ","7865","10000",1,0,0,0,0
"0QP94KZ","7865","10000",1,0,0,0,0
"0QP9X4Z","9789","10000",1,0,0,0,0
"0QP9X5Z","9788","10000",1,0,0,0,0
"0QPB04Z","7865","10000",1,0,0,0,0
"0QPB05Z","7865","10000",1,0,0,0,0
"0QPB07Z","7865","10000",1,0,0,0,0
"0QPB0JZ","7865","10000",1,0,0,0,0
"0QPB0KZ","7865","10000",1,0,0,0,0
"0QPB34Z","7865","10000",1,0,0,0,0
"0QPB35Z","7865","10000",1,0,0,0,0
"0QPB37Z","7865","10000",1,0,0,0,0
"0QPB3JZ","7865","10000",1,0,0,0,0
"0QPB3KZ","7865","10000",1,0,0,0,0
"0QPB44Z","7865","10000",1,0,0,0,0
