"icd10cm","icd9cm","flags","approximate","no_map","combination","scenario","choice_list"
"00BF4ZZ","0407","10000",1,0,0,0,0
"00BG0ZX","0412","10000",1,0,0,0,0
"00BG0ZZ","0406","10000",1,0,0,0,0
"00BG0ZZ","0407","10000",1,0,0,0,0
"00BG3ZX","0411","10000",1,0,0,0,0
"00BG3ZZ","0406","10000",1,0,0,0,0
"00BG3ZZ","0407","10000",1,0,0,0,0
"00BG4ZX","0411","10000",1,0,0,0,0
"00BG4ZZ","0406","10000",1,0,0,0,0
"00BG4ZZ","0407","10000",1,0,0,0,0
"00BH0ZX","0412","10000",1,0,0,0,0
"00BH0ZZ","0406","10000",1,0,0,0,0
"00BH0ZZ","0407","10000",1,0,0,0,0
"00BH3ZX","0411","10000",1,0,0,0,0
"00BH3ZZ","0406","10000",1,0,0,0,0
"00BH3ZZ","0407","10000",1,0,0,0,0
"00BH4ZX","0411","10000",1,0,0,0,0
"00BH4ZZ","0406","10000",1,0,0,0,0
"00BH4ZZ","0407","10000",1,0,0,0,0
"00BJ0ZX","0412","10000",1,0,0,0,0
"00BJ0ZZ","0406","10000",1,0,0,0,0
"00BJ0ZZ","0407","10000",1,0,0,0,0
"00BJ3ZX","0411","10000",1,0,0,0,0
"00BJ3ZZ","0406","10000",1,0,0,0,0
"00BJ3ZZ","0407","10000",1,0,0,0,0
"00BJ4ZX","0411","10000",1,0,0,0,0
"00BJ4ZZ","0406","10000",1,0,0,0,0
"00BJ4ZZ","0407","10000",1,0,0,0,0
"00BK0ZX","0412","10000",1,0,0,0,0
"00BK0ZZ","0405","10000",1,0,0,0,0
"00BK0ZZ","0407","10000",1,0,0,0,0
"00BK3ZX","0411","10000",1,0,0,0,0
"00BK3ZZ","0405","10000",1,0,0,0,0
"00BK3ZZ","0407","10000",1,0,0,0,0
"00BK4ZX","0411","10000",1,0,0,0,0
"00BK4ZZ","0405","10000",1,0,0,0,0
"00BK4ZZ","0407","10000",1,0,0,0,0
"00BL0ZX","0412","10000",1,0,0,0,0
"00BL0ZZ","0406","10000",1,0,0,0,0
"00BL0ZZ","0407","10000",1,0,0,0,0
"00BL3ZX","0411","10000",1,0,0,0,0
"00BL3ZZ","0406","10000",1,0,0,0,0
"00BL3ZZ","0407","10000",1,0,0,0,0
"00BL4ZX","0411","10000",1,0,0,0,0
"00BL4ZZ","0406","10000",1,0,0,0,0
"00BL4ZZ","0407","10000",1,0,0,0,0
"00BM0ZX","0412","10000",1,0,0,0,0
"00BM0ZZ","0406","10000",1,0,0,0,0
"00BM0ZZ","0407","10000",1,0,0,0,0
"00BM3ZX","0411","10000",1,0,0,0,0
"00BM3ZZ","0406","10000",1,0,0,0,0
"00BM3ZZ","0407","10000",1,0,0,0,0
"00BM4ZX","0411","10000",1,0,0,0,0
"00BM4ZZ","0406","10000",1,0,0,0,0
"00BM4ZZ","0407","10000",1,0,0,0,0
"00BN0ZX","0412","10000",1,0,0,0,0
"00BN0ZZ","0401","10000",1,0,0,0,0
"00BN3ZX","0411","10000",1,0,0,0,0
"00BN3ZZ","0407","10000",1,0,0,0,0
"00BN4ZX","0411","10000",1,0,0,0,0
"00BN4ZZ","0407","10000",1,0,0,0,0
"00BP0ZX","0412","10000",1,0,0,0,0
"00BP0ZZ","0406","10000",1,0,0,0,0
"00BP0ZZ","0407","10000",1,0,0,0,0
"00BP3ZX","0411","10000",1,0,0,0,0
"00BP3ZZ","0406","10000",1,0,0,0,0
"00BP3ZZ","0407","10000",1,0,0,0,0
"00BP4ZX","0411","10000",1,0,0,0,0
"00BP4ZZ","0406","10000",1,0,0,0,0
"00BP4ZZ","0407","10000",1,0,0,0,0
"00BQ0ZX","0412","10000",1,0,0,0,0
"00BQ0ZZ","0406","10000",1,0,0,0,0
"00BQ0ZZ","0407","10000",1,0,0,0,0
"00BQ3ZX","0411","10000",1,0,0,0,0
"00BQ3ZZ","0406","10000",1,0,0,0,0
"00BQ3ZZ","0407","10000",1,0,0,0,0
"00BQ4ZX","0411","10000",1,0,0,0,0
"00BQ4ZZ","0406","10000",1,0,0,0,0
"00BQ4ZZ","0407","10000",1,0,0,0,0
"00BR0ZX","0412","10000",1,0,0,0,0
"00BR0ZZ","0406","10000",1,0,0,0,0
"00BR0ZZ","0407","10000",1,0,0,0,0
"00BR3ZX","0411","10000",1,0,0,0,0
"00BR3ZZ","0406","10000",1,0,0,0,0
"00BR3ZZ","0407","10000",1,0,0,0,0
"00BR4ZX","0411","10000",1,0,0,0,0
"00BR4ZZ","0406","10000",1,0,0,0,0
"00BR4ZZ","0407","10000",1,0,0,0,0
"00BS0ZX","0412","10000",1,0,0,0,0
"00BS0ZZ","0406","10000",1,0,0,0,0
"00BS0ZZ","0407","10000",1,0,0,0,0
"00BS3ZX","0411","10000",1,0,0,0,0
"00BS3ZZ","0406","10000",1,0,0,0,0
"00BS3ZZ","0407","10000",1,0,0,0,0
"00BS4ZX","0411","10000",1,0,0,0,0
"00BS4ZZ","0406","10000",1,0,0,0,0
"00BS4ZZ","0407","10000",1,0,0,0,0
"00BT0ZX","0332","10000",1,0,0,0,0
"00BT0ZZ","034","10000",1,0,0,0,0
"00BT3ZX","0332","10000",1,0,0,0,0
"00BT3ZZ","034","10000",1,0,0,0,0
"00BT4ZX","0332","10000",1,0,0,0,0
"00BT4ZZ","034","10000",1,0,0,0,0
"00BW0ZX","0332","10000",1,0,0,0,0
"00BW0ZZ","034","10000",1,0,0,0,0
"00BW3ZX","0332","10000",1,0,0,0,0
"00BW3ZZ","034","10000",1,0,0,0,0
"00BW4ZX","0332","10000",1,0,0,0,0
"00BW4ZZ","034","10000",1,0,0,0,0
"00BX0ZX","0332","10000",1,0,0,0,0
"00BX0ZZ","034","10000",1,0,0,0,0
"00BX3ZX","0332","10000",1,0,0,0,0
"00BX3ZZ","034","10000",1,0,0,0,0
"00BX4ZX","0332","10000",1,0,0,0,0
"00BX4ZZ","034","10000",1,0,0,0,0
"00BY0ZX","0332","10000",1,0,0,0,0
"00BY0ZZ","034","10000",1,0,0,0,0
"00BY3ZX","0332","10000",1,0,0,0,0
"00BY3ZZ","034","10000",1,0,0,0,0
"00BY4ZX","0332","10000",1,0,0,0,0
"00BY4ZZ","034","10000",1,0,0,0,0
"00C00ZZ","0139","10000",1,0,0,0,0
"00C03ZZ","0139","10000",1,0,0,0,0
"00C04ZZ","0139","10000",1,0,0,0,0
"00C10ZZ","0131","10000",1,0,0,0,0
"00C13ZZ","0131","10000",1,0,0,0,0
"00C14ZZ","0131","10000",1,0,0,0,0
"00C20ZZ","0131","10000",1,0,0,0,0
"00C23ZZ","0131","10000",1,0,0,0,0
"00C24ZZ","0131","10000",1,0,0,0,0
"00C30ZZ","0139","10000",1,0,0,0,0
"00C30ZZ","0301","10000",1,0,0,0,0
"00C33ZZ","0139","10000",1,0,0,0,0
"00C33ZZ","0301","10000",1,0,0,0,0
"00C34ZZ","0139","10000",1,0,0,0,0
"00C34ZZ","0301","10000",1,0,0,0,0
"00C40ZZ","0131","10000",1,0,0,0,0
"00C43ZZ","0131","10000",1,0,0,0,0
"00C44ZZ","0131","10000",1,0,0,0,0
"00C50ZZ","0131","10000",1,0,0,0,0
"00C53ZZ","0131","10000",1,0,0,0,0
"00C54ZZ","0131","10000",1,0,0,0,0
"00C60ZZ","0139","10000",1,0,0,0,0
"00C63ZZ","0139","10000",1,0,0,0,0
"00C64ZZ","0139","10000",1,0,0,0,0
"00C70ZZ","0139","10000",1,0,0,0,0
"00C73ZZ","0139","10000",1,0,0,0,0
"00C74ZZ","0139","10000",1,0,0,0,0
"00C80ZZ","0142","10000",1,0,0,0,0
"00C83ZZ","0142","10000",1,0,0,0,0
"00C84ZZ","0142","10000",1,0,0,0,0
"00C90ZZ","0141","10000",1,0,0,0,0
"00C93ZZ","0141","10000",1,0,0,0,0
"00C94ZZ","0141","10000",1,0,0,0,0
"00CA0ZZ","0141","10000",1,0,0,0,0
"00CA3ZZ","0141","10000",1,0,0,0,0
"00CA4ZZ","0141","10000",1,0,0,0,0
"00CB0ZZ","0139","10000",1,0,0,0,0
"00CB3ZZ","0139","10000",1,0,0,0,0
"00CB4ZZ","0139","10000",1,0,0,0,0
"00CC0ZZ","0139","10000",1,0,0,0,0
"00CC3ZZ","0139","10000",1,0,0,0,0
"00CC4ZZ","0139","10000",1,0,0,0,0
"00CD0ZZ","0139","10000",1,0,0,0,0
"00CD3ZZ","0139","10000",1,0,0,0,0
"00CD4ZZ","0139","10000",1,0,0,0,0
"00CF0ZZ","0404","10000",1,0,0,0,0
"00CF3ZZ","0404","10000",1,0,0,0,0
"00CF4ZZ","0404","10000",1,0,0,0,0
"00CG0ZZ","0404","10000",1,0,0,0,0
"00CG3ZZ","0404","10000",1,0,0,0,0
"00CG4ZZ","0404","10000",1,0,0,0,0
"00CH0ZZ","0404","10000",1,0,0,0,0
"00CH3ZZ","0404","10000",1,0,0,0,0
"00CH4ZZ","0404","10000",1,0,0,0,0
"00CJ0ZZ","0404","10000",1,0,0,0,0
"00CJ3ZZ","0404","10000",1,0,0,0,0
"00CJ4ZZ","0404","10000",1,0,0,0,0
"00CK0ZZ","0404","10000",1,0,0,0,0
"00CK3ZZ","0404","10000",1,0,0,0,0
"00CK4ZZ","0404","10000",1,0,0,0,0
"00CL0ZZ","0404","10000",1,0,0,0,0
"00CL3ZZ","0404","10000",1,0,0,0,0
"00CL4ZZ","0404","10000",1,0,0,0,0
"00CM0ZZ","0404","10000",1,0,0,0,0
"00CM3ZZ","0404","10000",1,0,0,0,0
"00CM4ZZ","0404","10000",1,0,0,0,0
"00CN0ZZ","0404","10000",1,0,0,0,0
"00CN3ZZ","0404","10000",1,0,0,0,0
"00CN4ZZ","0404","10000",1,0,0,0,0
"00CP0ZZ","0404","10000",1,0,0,0,0
"00CP3ZZ","0404","10000",1,0,0,0,0
"00CP4ZZ","0404","10000",1,0,0,0,0
"00CQ0ZZ","0404","10000",1,0,0,0,0
"00CQ3ZZ","0404","10000",1,0,0,0,0
"00CQ4ZZ","0404","10000",1,0,0,0,0
"00CR0ZZ","0404","10000",1,0,0,0,0
"00CR3ZZ","0404","10000",1,0,0,0,0
"00CR4ZZ","0404","10000",1,0,0,0,0
"00CS0ZZ","0404","10000",1,0,0,0,0
"00CS3ZZ","0404","10000",1,0,0,0,0
"00CS4ZZ","0404","10000",1,0,0,0,0
"00CT0ZZ","0301","10000",1,0,0,0,0
"00CT3ZZ","0301","10000",1,0,0,0,0
"00CT4ZZ","0301","10000",1,0,0,0,0
"00CW0ZZ","0301","10000",1,0,0,0,0
"00CW3ZZ","0301","10000",1,0,0,0,0
"00CW4ZZ","0301","10000",1,0,0,0,0
"00CX0ZZ","0301","10000",1,0,0,0,0
"00CX3ZZ","0301","10000",1,0,0,0,0
"00CX4ZZ","0301","10000",1,0,0,0,0
"00CY0ZZ","0301","10000",1,0,0,0,0
"00CY3ZZ","0301","10000",1,0,0,0,0
"00CY4ZZ","0301","10000",1,0,0,0,0
"00D10ZZ","0151","10000",1,0,0,0,0
"00D13ZZ","0151","10000",1,0,0,0,0
"00D14ZZ","0151","10000",1,0,0,0,0
"00D20ZZ","0151","10000",1,0,0,0,0
"00D23ZZ","0151","10000",1,0,0,0,0
"00D24ZZ","0151","10000",1,0,0,0,0
"00DF0ZZ","0407","10000",1,0,0,0,0
"00DF3ZZ","0407","10000",1,0,0,0,0
"00DF4ZZ","0407","10000",1,0,0,0,0
"00DG0ZZ","0407","10000",1,0,0,0,0
"00DG3ZZ","0407","10000",1,0,0,0,0
"00DG4ZZ","0407","10000",1,0,0,0,0
"00DH0ZZ","0407","10000",1,0,0,0,0
"00DH3ZZ","0407","10000",1,0,0,0,0
"00DH4ZZ","0407","10000",1,0,0,0,0
"00DJ0ZZ","0407","10000",1,0,0,0,0
"00DJ3ZZ","0407","10000",1,0,0,0,0
"00DJ4ZZ","0407","10000",1,0,0,0,0
"00DK0ZZ","0407","10000",1,0,0,0,0
"00DK3ZZ","0407","10000",1,0,0,0,0
"00DK4ZZ","0407","10000",1,0,0,0,0
"00DL0ZZ","0407","10000",1,0,0,0,0
"00DL3ZZ","0407","10000",1,0,0,0,0
"00DL4ZZ","0407","10000",1,0,0,0,0
"00DM0ZZ","0407","10000",1,0,0,0,0
"00DM3ZZ","0407","10000",1,0,0,0,0
"00DM4ZZ","0407","10000",1,0,0,0,0
"00DN0ZZ","0407","10000",1,0,0,0,0
"00DN3ZZ","0407","10000",1,0,0,0,0
"00DN4ZZ","0407","10000",1,0,0,0,0
"00DP0ZZ","0407","10000",1,0,0,0,0
"00DP3ZZ","0407","10000",1,0,0,0,0
"00DP4ZZ","0407","10000",1,0,0,0,0
"00DQ0ZZ","0407","10000",1,0,0,0,0
"00DQ3ZZ","0407","10000",1,0,0,0,0
"00DQ4ZZ","0407","10000",1,0,0,0,0
"00DR0ZZ","0407","10000",1,0,0,0,0
"00DR3ZZ","0407","10000",1,0,0,0,0
"00DR4ZZ","0407","10000",1,0,0,0,0
"00DS0ZZ","0407","10000",1,0,0,0,0
"00DS3ZZ","0407","10000",1,0,0,0,0
"00DS4ZZ","0407","10000",1,0,0,0,0
"00DT0ZZ","0399","10000",1,0,0,0,0
"00DT3ZZ","0399","10000",1,0,0,0,0
"00DT4ZZ","0399","10000",1,0,0,0,0
"00F30ZZ","0292","10000",1,0,0,0,0
"00F33ZZ","0292","10000",1,0,0,0,0
"00F34ZZ","0292","10000",1,0,0,0,0
"00F3XZZ","9859","10000",1,0,0,0,0
"00F40ZZ","0292","10000",1,0,0,0,0
"00F43ZZ","0292","10000",1,0,0,0,0
"00F44ZZ","0292","10000",1,0,0,0,0
"00F4XZZ","9859","10000",1,0,0,0,0
"00F50ZZ","0292","10000",1,0,0,0,0
"00F53ZZ","0292","10000",1,0,0,0,0
"00F54ZZ","0292","10000",1,0,0,0,0
"00F5XZZ","9859","10000",1,0,0,0,0
"00F60ZZ","0292","10000",1,0,0,0,0
"00F63ZZ","0292","10000",1,0,0,0,0
"00F64ZZ","0292","10000",1,0,0,0,0
"00F6XZZ","9859","10000",1,0,0,0,0
"00FU0ZZ","0359","10000",1,0,0,0,0
"00FU3ZZ","0359","10000",1,0,0,0,0
"00FU4ZZ","0359","10000",1,0,0,0,0
"00FUXZZ","0359","10000",1,0,0,0,0
"00H002Z","0139","10000",1,0,0,0,0
"00H003Z","0139","10000",1,0,0,0,0
"00H00MZ","0293","10000",1,0,0,0,0
"00H00MZ","0296","10000",1,0,0,0,0
"00H032Z","0139","10000",1,0,0,0,0
"00H033Z","0128","10000",1,0,0,0,0
"00H03MZ","0293","10000",1,0,0,0,0
"00H03MZ","0296","10000",1,0,0,0,0
"00H042Z","0139","10000",1,0,0,0,0
"00H043Z","0139","10000",1,0,0,0,0
"00H04MZ","0293","10000",1,0,0,0,0
"00H04MZ","0296","10000",1,0,0,0,0
"00H602Z","0139","10000",1,0,0,0,0
"00H603Z","0139","10000",1,0,0,0,0
"00H60MZ","0293","10000",1,0,0,0,0
"00H632Z","0139","10000",1,0,0,0,0
"00H633Z","0139","10000",1,0,0,0,0
"00H63MZ","0293","10000",1,0,0,0,0
"00H642Z","0139","10000",1,0,0,0,0
"00H643Z","0139","10000",1,0,0,0,0
"00H64MZ","0293","10000",1,0,0,0,0
"00HE02Z","0404","10000",1,0,0,0,0
"00HE03Z","0404","10000",1,0,0,0,0
"00HE0MZ","0492","10000",1,0,0,0,0
"00HE32Z","0404","10000",1,0,0,0,0
"00HE33Z","0404","10000",1,0,0,0,0
"00HE3MZ","0492","10000",1,0,0,0,0
"00HE42Z","0404","10000",1,0,0,0,0
"00HE43Z","0404","10000",1,0,0,0,0
"00HE4MZ","0492","10000",1,0,0,0,0
"00HU02Z","0399","10000",1,0,0,0,0
"00HU03Z","0390","10000",1,0,0,0,0
"00HU0MZ","0393","10000",1,0,0,0,0
"00HU32Z","0399","10000",1,0,0,0,0
"00HU33Z","0390","10000",1,0,0,0,0
"00HU3MZ","0393","10000",1,0,0,0,0
"00HU42Z","0399","10000",1,0,0,0,0
"00HU43Z","0390","10000",1,0,0,0,0
"00HU4MZ","0393","10000",1,0,0,0,0
"00HV02Z","0399","10000",1,0,0,0,0
"00HV03Z","0390","10000",1,0,0,0,0
"00HV0MZ","0393","10000",1,0,0,0,0
"00HV32Z","0399","10000",1,0,0,0,0
"00HV33Z","0390","10000",1,0,0,0,0
"00HV3MZ","0393","10000",1,0,0,0,0
"00HV42Z","0399","10000",1,0,0,0,0
"00HV43Z","0390","10000",1,0,0,0,0
"00HV4MZ","0393","10000",1,0,0,0,0
"00J00ZZ","0124","10000",1,0,0,0,0
"00J03ZZ","0118","10000",1,0,0,0,0
"00J04ZZ","0118","10000",1,0,0,0,0
"00JE0ZZ","0419","10000",1,0,0,0,0
"00JE3ZZ","0419","10000",1,0,0,0,0
"00JE4ZZ","0419","10000",1,0,0,0,0
"00JU0ZZ","0309","10000",1,0,0,0,0
"00JU3ZZ","0339","10000",1,0,0,0,0
"00JU4ZZ","0339","10000",1,0,0,0,0
"00JV0ZZ","0309","10000",1,0,0,0,0
"00JV3ZZ","0339","10000",1,0,0,0,0
"00JV4ZZ","0339","10000",1,0,0,0,0
"00K00ZZ","0118","10000",1,0,0,0,0
"00K03ZZ","0118","10000",1,0,0,0,0
"00K04ZZ","0118","10000",1,0,0,0,0
"00K70ZZ","0118","10000",1,0,0,0,0
"00K73ZZ","0118","10000",1,0,0,0,0
"00K74ZZ","0118","10000",1,0,0,0,0
"00K80ZZ","0118","10000",1,0,0,0,0
"00K83ZZ","0118","10000",1,0,0,0,0
"00K84ZZ","0118","10000",1,0,0,0,0
"00K90ZZ","0118","10000",1,0,0,0,0
"00K93ZZ","0118","10000",1,0,0,0,0
"00K94ZZ","0118","10000",1,0,0,0,0
"00KA0ZZ","0118","10000",1,0,0,0,0
"00KA3ZZ","0118","10000",1,0,0,0,0
"00KA4ZZ","0118","10000",1,0,0,0,0
"00KB0ZZ","0118","10000",1,0,0,0,0
"00KB3ZZ","0118","10000",1,0,0,0,0
"00KB4ZZ","0118","10000",1,0,0,0,0
"00KC0ZZ","0118","10000",1,0,0,0,0
"00KC3ZZ","0118","10000",1,0,0,0,0
"00KC4ZZ","0118","10000",1,0,0,0,0
"00KD0ZZ","0118","10000",1,0,0,0,0
"00KD3ZZ","0118","10000",1,0,0,0,0
"00KD4ZZ","0118","10000",1,0,0,0,0
"00N00ZZ","0291","10000",1,0,0,0,0
"00N03ZZ","0291","10000",1,0,0,0,0
"00N04ZZ","0291","10000",1,0,0,0,0
"00N10ZZ","0291","10000",1,0,0,0,0
"00N13ZZ","0291","10000",1,0,0,0,0
"00N14ZZ","0291","10000",1,0,0,0,0
"00N20ZZ","0291","10000",1,0,0,0,0
"00N23ZZ","0291","10000",1,0,0,0,0
"00N24ZZ","0291","10000",1,0,0,0,0
"00N60ZZ","0292","10000",1,0,0,0,0
"00N63ZZ","0292","10000",1,0,0,0,0
"00N64ZZ","0292","10000",1,0,0,0,0
"00N70ZZ","0291","10000",1,0,0,0,0
"00N73ZZ","0291","10000",1,0,0,0,0
"00N74ZZ","0291","10000",1,0,0,0,0
"00N80ZZ","0292","10000",1,0,0,0,0
"00N83ZZ","0292","10000",1,0,0,0,0
"00N84ZZ","0292","10000",1,0,0,0,0
"00N90ZZ","0141","10000",1,0,0,0,0
"00N93ZZ","0141","10000",1,0,0,0,0
"00N94ZZ","0141","10000",1,0,0,0,0
"00NA0ZZ","0141","10000",1,0,0,0,0
"00NA3ZZ","0141","10000",1,0,0,0,0
"00NA4ZZ","0141","10000",1,0,0,0,0
"00NB0ZZ","0292","10000",1,0,0,0,0
"00NB3ZZ","0292","10000",1,0,0,0,0
"00NB4ZZ","0292","10000",1,0,0,0,0
"00NC0ZZ","0292","10000",1,0,0,0,0
"00NC3ZZ","0292","10000",1,0,0,0,0
"00NC4ZZ","0292","10000",1,0,0,0,0
"00ND0ZZ","0292","10000",1,0,0,0,0
"00ND3ZZ","0292","10000",1,0,0,0,0
"00ND4ZZ","0292","10000",1,0,0,0,0
"00NF0ZZ","0442","10000",1,0,0,0,0
"00NF3ZZ","0442","10000",1,0,0,0,0
"00NF4ZZ","0442","10000",1,0,0,0,0
"00NG0ZZ","0442","10000",1,0,0,0,0
"00NG3ZZ","0442","10000",1,0,0,0,0
"00NG4ZZ","0442","10000",1,0,0,0,0
"00NH0ZZ","0442","10000",1,0,0,0,0
"00NH3ZZ","0442","10000",1,0,0,0,0
"00NH4ZZ","0442","10000",1,0,0,0,0
"00NJ0ZZ","0442","10000",1,0,0,0,0
"00NJ3ZZ","0442","10000",1,0,0,0,0
"00NJ4ZZ","0442","10000",1,0,0,0,0
"00NK0ZZ","0441","10000",1,0,0,0,0
"00NK3ZZ","0441","10000",1,0,0,0,0
"00NK4ZZ","0441","10000",1,0,0,0,0
"00NL0ZZ","0442","10000",1,0,0,0,0
"00NL3ZZ","0442","10000",1,0,0,0,0
"00NL4ZZ","0442","10000",1,0,0,0,0
"00NM0ZZ","0442","10000",1,0,0,0,0
"00NM3ZZ","0442","10000",1,0,0,0,0
"00NM4ZZ","0442","10000",1,0,0,0,0
"00NN0ZZ","0442","10000",1,0,0,0,0
"00NN3ZZ","0442","10000",1,0,0,0,0
"00NN4ZZ","0442","10000",1,0,0,0,0
"00NP0ZZ","0442","10000",1,0,0,0,0
"00NP3ZZ","0442","10000",1,0,0,0,0
"00NP4ZZ","0442","10000",1,0,0,0,0
"00NQ0ZZ","0442","10000",1,0,0,0,0
"00NQ3ZZ","0442","10000",1,0,0,0,0
"00NQ4ZZ","0442","10000",1,0,0,0,0
"00NR0ZZ","0442","10000",1,0,0,0,0
"00NR3ZZ","0442","10000",1,0,0,0,0
"00NR4ZZ","0442","10000",1,0,0,0,0
"00NS0ZZ","0442","10000",1,0,0,0,0
"00NS3ZZ","0442","10000",1,0,0,0,0
"00NS4ZZ","0442","10000",1,0,0,0,0
"00NT0ZZ","0399","10000",1,0,0,0,0
"00NT3ZZ","0399","10000",1,0,0,0,0
"00NT4ZZ","0399","10000",1,0,0,0,0
"00NW0ZZ","0309","10000",1,0,0,0,0
"00NW0ZZ","036","10000",1,0,0,0,0
"00NW3ZZ","0309","10000",1,0,0,0,0
"00NW3ZZ","036","10000",1,0,0,0,0
"00NW4ZZ","0309","10000",1,0,0,0,0
"00NW4ZZ","036","10000",1,0,0,0,0
"00NX0ZZ","0309","10000",1,0,0,0,0
"00NX0ZZ","036","10000",1,0,0,0,0
"00NX3ZZ","0309","10000",1,0,0,0,0
"00NX3ZZ","036","10000",1,0,0,0,0
"00NX4ZZ","0309","10000",1,0,0,0,0
"00NX4ZZ","036","10000",1,0,0,0,0
"00NY0ZZ","0309","10000",1,0,0,0,0
"00NY0ZZ","036","10000",1,0,0,0,0
"00NY3ZZ","0309","10000",1,0,0,0,0
"00NY3ZZ","036","10000",1,0,0,0,0
"00NY4ZZ","0309","10000",1,0,0,0,0
"00NY4ZZ","036","10000",1,0,0,0,0
"00P000Z","0139","10000",1,0,0,0,0
"00P002Z","0139","10000",1,0,0,0,0
"00P003Z","0139","10000",1,0,0,0,0
"00P007Z","0139","10000",1,0,0,0,0
"00P00JZ","0139","10000",1,0,0,0,0
"00P00KZ","0139","10000",1,0,0,0,0
"00P00MZ","0122","10000",1,0,0,0,0
"00P030Z","0139","10000",1,0,0,0,0
"00P032Z","0139","10000",1,0,0,0,0
"00P033Z","0139","10000",1,0,0,0,0
"00P037Z","0139","10000",1,0,0,0,0
"00P03JZ","0139","10000",1,0,0,0,0
"00P03KZ","0139","10000",1,0,0,0,0
"00P03MZ","0122","10000",1,0,0,0,0
"00P040Z","0139","10000",1,0,0,0,0
"00P042Z","0139","10000",1,0,0,0,0
"00P043Z","0139","10000",1,0,0,0,0
"00P047Z","0139","10000",1,0,0,0,0
"00P04JZ","0139","10000",1,0,0,0,0
"00P04KZ","0139","10000",1,0,0,0,0
"00P04MZ","0122","10000",1,0,0,0,0
"00P0X0Z","9739","10000",1,0,0,0,0
"00P0X2Z","9739","10000",1,0,0,0,0
"00P0X3Z","9739","10000",1,0,0,0,0
"00P0XMZ","9739","10000",1,0,0,0,0
"00P600Z","0139","10000",1,0,0,0,0
"00P602Z","0139","10000",1,0,0,0,0
"00P603Z","0139","10000",1,0,0,0,0
"00P60JZ","0243","10000",1,0,0,0,0
"00P60MZ","0122","10000",1,0,0,0,0
"00P630Z","0139","10000",1,0,0,0,0
"00P632Z","0139","10000",1,0,0,0,0
"00P633Z","0139","10000",1,0,0,0,0
"00P63JZ","0243","10000",1,0,0,0,0
"00P63MZ","0122","10000",1,0,0,0,0
"00P640Z","0139","10000",1,0,0,0,0
"00P642Z","0139","10000",1,0,0,0,0
"00P643Z","0139","10000",1,0,0,0,0
"00P64JZ","0243","10000",1,0,0,0,0
"00P64MZ","0122","10000",1,0,0,0,0
"00P6X0Z","9739","10000",1,0,0,0,0
"00P6X2Z","0139","10000",1,0,0,0,0
"00P6X3Z","9739","10000",1,0,0,0,0
"00P6XMZ","0122","10000",1,0,0,0,0
"00PE00Z","0404","10000",1,0,0,0,0
"00PE02Z","0404","10000",1,0,0,0,0
"00PE03Z","0404","10000",1,0,0,0,0
"00PE07Z","0404","10000",1,0,0,0,0
"00PE0MZ","0493","10000",1,0,0,0,0
"00PE30Z","0404","10000",1,0,0,0,0
"00PE32Z","0404","10000",1,0,0,0,0
"00PE33Z","0404","10000",1,0,0,0,0
"00PE37Z","0404","10000",1,0,0,0,0
"00PE3MZ","0493","10000",1,0,0,0,0
"00PE40Z","0404","10000",1,0,0,0,0
"00PE42Z","0404","10000",1,0,0,0,0
"00PE43Z","0404","10000",1,0,0,0,0
"00PE47Z","0404","10000",1,0,0,0,0
"00PE4MZ","0493","10000",1,0,0,0,0
"00PEX0Z","9739","10000",1,0,0,0,0
"00PEX2Z","9739","10000",1,0,0,0,0
"00PEX3Z","9739","10000",1,0,0,0,0
"00PEXMZ","0493","10000",1,0,0,0,0
"00PU00Z","0399","10000",1,0,0,0,0
"00PU02Z","0399","10000",1,0,0,0,0
"00PU03Z","0399","10000",1,0,0,0,0
"00PU0JZ","0398","10000",1,0,0,0,0
"00PU0MZ","0394","10000",1,0,0,0,0
"00PU30Z","0399","10000",1,0,0,0,0
"00PU32Z","0399","10000",1,0,0,0,0
"00PU33Z","0399","10000",1,0,0,0,0
"00PU3JZ","0398","10000",1,0,0,0,0
"00PU3MZ","0394","10000",1,0,0,0,0
"00PU40Z","0399","10000",1,0,0,0,0
"00PU42Z","0399","10000",1,0,0,0,0
"00PU43Z","0399","10000",1,0,0,0,0
"00PU4JZ","0398","10000",1,0,0,0,0
"00PU4MZ","0394","10000",1,0,0,0,0
"00PUX0Z","9739","10000",1,0,0,0,0
"00PUX2Z","9739","10000",1,0,0,0,0
"00PUX3Z","9739","10000",1,0,0,0,0
"00PUXMZ","9739","10000",1,0,0,0,0
"00PV00Z","0329","10000",1,0,0,0,0
"00PV02Z","0329","10000",1,0,0,0,0
"00PV03Z","0329","10000",1,0,0,0,0
"00PV07Z","0329","10000",1,0,0,0,0
"00PV0JZ","0329","10000",1,0,0,0,0
"00PV0KZ","0329","10000",1,0,0,0,0
"00PV0MZ","0394","10000",1,0,0,0,0
"00PV30Z","0329","10000",1,0,0,0,0
"00PV32Z","0329","10000",1,0,0,0,0
"00PV33Z","0329","10000",1,0,0,0,0
"00PV37Z","0329","10000",1,0,0,0,0
"00PV3JZ","0329","10000",1,0,0,0,0
"00PV3KZ","0329","10000",1,0,0,0,0
"00PV3MZ","0394","10000",1,0,0,0,0
"00PV40Z","0329","10000",1,0,0,0,0
"00PV42Z","0329","10000",1,0,0,0,0
"00PV43Z","0329","10000",1,0,0,0,0
